Date,Division,CPI Division,Daily Change (%)
2026-03-20,FOOD AND NON-ALCOHOLIC BEVERAGES,96.4198,0.0
2026-03-20,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.5196,-0.0653
2026-03-20,HEALTH,100.9944,0.0
2026-03-20,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",104.7896,0.0284
2026-03-20,INFORMATION AND COMMUNICATION,124.8555,0.0
2026-03-20,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",106.4042,-0.5392
2026-03-20,"RECREATION, SPORT AND CULTURE",95.2814,-1.4043
2026-03-20,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-20,TRANSPORT,100.7327,0.0001
2026-03-21,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2896,0.0
2026-03-21,CLOTHING AND FOOTWEAR,92.4612,0.0
2026-03-21,EDUCATION SERVICES,100.5262,0.0
2026-03-21,FOOD AND NON-ALCOHOLIC BEVERAGES,96.4198,0.0
2026-03-21,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.5278,0.0081
2026-03-21,HEALTH,100.9944,0.0
2026-03-21,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",104.8014,0.0112
2026-03-21,INFORMATION AND COMMUNICATION,124.8555,0.0
2026-03-21,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",106.4042,0.0
2026-03-21,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-21,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-21,TRANSPORT,100.7327,0.0
2026-03-22,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2896,0.0
2026-03-22,CLOTHING AND FOOTWEAR,92.4612,0.0
2026-03-22,EDUCATION SERVICES,100.5262,0.0
2026-03-22,FOOD AND NON-ALCOHOLIC BEVERAGES,96.4198,0.0
2026-03-22,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.5278,0.0
2026-03-22,HEALTH,100.9944,0.0
2026-03-22,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",104.802,0.0006
2026-03-22,INFORMATION AND COMMUNICATION,124.8555,0.0
2026-03-22,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",106.4042,0.0
2026-03-22,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-22,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-22,TRANSPORT,100.7327,0.0
2026-03-23,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2548,-0.035
2026-03-23,CLOTHING AND FOOTWEAR,92.4612,0.0
2026-03-23,EDUCATION SERVICES,100.5262,0.0
2026-03-23,FOOD AND NON-ALCOHOLIC BEVERAGES,96.4198,0.0
2026-03-23,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.5278,0.0
2026-03-23,HEALTH,100.9944,0.0
2026-03-23,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",104.8758,0.0704
2026-03-23,INFORMATION AND COMMUNICATION,124.8555,0.0
2026-03-23,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,2.4279
2026-03-23,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-23,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-23,TRANSPORT,100.7329,0.0002
2026-03-24,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.3591,0.105
2026-03-24,CLOTHING AND FOOTWEAR,92.4612,0.0
2026-03-24,EDUCATION SERVICES,100.5262,0.0
2026-03-24,FOOD AND NON-ALCOHOLIC BEVERAGES,96.4198,0.0
2026-03-24,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.5278,0.0
2026-03-24,HEALTH,100.9944,0.0
2026-03-24,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",104.9094,0.0321
2026-03-24,INFORMATION AND COMMUNICATION,124.8555,0.0
2026-03-24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-03-24,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-24,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-24,TRANSPORT,100.7331,0.0002
2026-03-25,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.3591,0.0
2026-03-25,CLOTHING AND FOOTWEAR,92.4612,0.0
2026-03-25,EDUCATION SERVICES,100.5262,0.0
2026-03-25,FOOD AND NON-ALCOHOLIC BEVERAGES,96.2883,-0.1364
2026-03-25,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.5278,0.0
2026-03-25,HEALTH,100.9944,0.0
2026-03-25,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",104.9152,0.0056
2026-03-25,INFORMATION AND COMMUNICATION,125.0983,0.1944
2026-03-25,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-03-25,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-25,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-25,TRANSPORT,100.7332,0.0001
2026-03-26,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2548,-0.1049
2026-03-26,CLOTHING AND FOOTWEAR,92.4612,0.0
2026-03-26,EDUCATION SERVICES,100.5262,0.0
2026-03-26,FOOD AND NON-ALCOHOLIC BEVERAGES,96.2883,0.0
2026-03-26,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.5504,0.022
2026-03-26,HEALTH,100.9944,0.0
2026-03-26,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",104.99,0.0713
2026-03-26,INFORMATION AND COMMUNICATION,125.0983,0.0
2026-03-26,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-03-26,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-26,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-26,TRANSPORT,100.7334,0.0002
2026-03-27,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2201,-0.035
2026-03-27,CLOTHING AND FOOTWEAR,92.4612,0.0
2026-03-27,EDUCATION SERVICES,100.5262,0.0
2026-03-27,FOOD AND NON-ALCOHOLIC BEVERAGES,96.1763,-0.1164
2026-03-27,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.5168,-0.0327
2026-03-27,HEALTH,100.9944,0.0
2026-03-27,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.0317,0.0397
2026-03-27,INFORMATION AND COMMUNICATION,125.0983,0.0
2026-03-27,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-03-27,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-27,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-27,TRANSPORT,100.7335,0.0001
2026-03-28,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2201,0.0
2026-03-28,CLOTHING AND FOOTWEAR,92.4612,0.0
2026-03-28,EDUCATION SERVICES,100.5262,0.0
2026-03-28,FOOD AND NON-ALCOHOLIC BEVERAGES,96.1763,0.0
2026-03-28,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.3376,-0.1748
2026-03-28,HEALTH,100.9944,0.0
2026-03-28,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.0829,0.0487
2026-03-28,INFORMATION AND COMMUNICATION,125.0983,0.0
2026-03-28,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-03-28,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-28,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-28,TRANSPORT,100.7337,0.0002
2026-03-29,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2201,0.0
2026-03-29,CLOTHING AND FOOTWEAR,92.4612,0.0
2026-03-29,EDUCATION SERVICES,100.5262,0.0
2026-03-29,FOOD AND NON-ALCOHOLIC BEVERAGES,96.1763,0.0
2026-03-29,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.3041,-0.0327
2026-03-29,HEALTH,100.9944,0.0
2026-03-29,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.0853,0.0023
2026-03-29,INFORMATION AND COMMUNICATION,125.0983,0.0
2026-03-29,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-03-29,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-29,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-29,TRANSPORT,100.7337,0.0
2026-03-30,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.1506,-0.07
2026-03-30,CLOTHING AND FOOTWEAR,92.6304,0.183
2026-03-30,EDUCATION SERVICES,100.5262,0.0
2026-03-30,FOOD AND NON-ALCOHOLIC BEVERAGES,96.1763,0.0
2026-03-30,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.3146,0.0102
2026-03-30,HEALTH,100.9944,0.0
2026-03-30,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.1454,0.0572
2026-03-30,INFORMATION AND COMMUNICATION,125.0983,0.0
2026-03-30,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-03-30,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-30,RESTAURANTS AND ACCOMODATION SERVICES,99.4747,0.0
2026-03-30,TRANSPORT,100.7338,0.0001
2026-03-31,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.1158,-0.035
2026-03-31,CLOTHING AND FOOTWEAR,92.6304,0.0
2026-03-31,EDUCATION SERVICES,100.5262,0.0
2026-03-31,FOOD AND NON-ALCOHOLIC BEVERAGES,96.1763,0.0
2026-03-31,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.6945,-0.6061
2026-03-31,HEALTH,100.9944,0.0
2026-03-31,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.1794,0.0324
2026-03-31,INFORMATION AND COMMUNICATION,124.4111,-0.5493
2026-03-31,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-03-31,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-03-31,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.4758
2026-03-31,TRANSPORT,100.7332,-0.0006
2026-04-01,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2548,0.1402
2026-04-01,CLOTHING AND FOOTWEAR,92.6304,0.0
2026-04-01,EDUCATION SERVICES,100.5262,0.0
2026-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,96.2353,0.0614
2026-04-01,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.012,0.3122
2026-04-01,HEALTH,100.9944,0.0
2026-04-01,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2243,0.0426
2026-04-01,INFORMATION AND COMMUNICATION,124.4111,0.0
2026-04-01,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-04-01,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-04-01,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-01,TRANSPORT,100.7333,0.0001
2026-04-02,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.3243,0.07
2026-04-02,CLOTHING AND FOOTWEAR,92.6304,0.0
2026-04-02,EDUCATION SERVICES,100.5262,0.0
2026-04-02,FOOD AND NON-ALCOHOLIC BEVERAGES,96.2353,0.0
2026-04-02,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.9129,-0.0971
2026-04-02,HEALTH,100.9944,0.0
2026-04-02,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2421,0.0169
2026-04-02,INFORMATION AND COMMUNICATION,124.4127,0.0013
2026-04-02,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-04-02,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-04-02,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-02,TRANSPORT,100.7334,0.0001
2026-04-03,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2201,-0.105
2026-04-03,CLOTHING AND FOOTWEAR,92.6304,0.0
2026-04-03,EDUCATION SERVICES,100.5262,0.0
2026-04-03,FOOD AND NON-ALCOHOLIC BEVERAGES,96.2353,0.0
2026-04-03,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.9464,0.0328
2026-04-03,HEALTH,100.9944,0.0
2026-04-03,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.273,0.0294
2026-04-03,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-03,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-04-03,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-04-03,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-03,TRANSPORT,100.7335,0.0001
2026-04-04,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.1853,-0.035
2026-04-04,CLOTHING AND FOOTWEAR,92.6304,0.0
2026-04-04,EDUCATION SERVICES,100.5262,0.0
2026-04-04,FOOD AND NON-ALCOHOLIC BEVERAGES,96.2353,0.0
2026-04-04,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.9129,-0.0328
2026-04-04,HEALTH,100.9944,0.0
2026-04-04,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2825,0.0091
2026-04-04,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-04,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-04-04,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-04-04,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-04,TRANSPORT,100.7327,-0.0008
2026-04-05,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.1853,0.0
2026-04-05,CLOTHING AND FOOTWEAR,92.6304,0.0
2026-04-05,EDUCATION SERVICES,100.5262,0.0
2026-04-05,FOOD AND NON-ALCOHOLIC BEVERAGES,96.2353,0.0
2026-04-05,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.9129,0.0
2026-04-05,HEALTH,100.9944,0.0
2026-04-05,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2832,0.0006
2026-04-05,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-05,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9876,0.0
2026-04-05,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-04-05,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-05,TRANSPORT,100.7327,0.0
2026-04-06,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.1853,0.0
2026-04-06,CLOTHING AND FOOTWEAR,92.6304,0.0
2026-04-06,EDUCATION SERVICES,100.5262,0.0
2026-04-06,FOOD AND NON-ALCOHOLIC BEVERAGES,95.7217,-0.5337
2026-04-06,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.9146,0.0016
2026-04-06,HEALTH,100.9944,0.0
2026-04-06,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2842,0.0009
2026-04-06,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-06,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.9284,-0.0543
2026-04-06,"RECREATION, SPORT AND CULTURE",95.2814,0.0
2026-04-06,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-06,TRANSPORT,101.5422,0.8037
2026-04-07,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2412,0.0564
2026-04-07,CLOTHING AND FOOTWEAR,92.9425,0.3369
2026-04-07,EDUCATION SERVICES,100.5262,0.0
2026-04-07,FOOD AND NON-ALCOHOLIC BEVERAGES,95.7352,0.0141
2026-04-07,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.7076,-0.2031
2026-04-07,HEALTH,100.9944,0.0
2026-04-07,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2867,0.0024
2026-04-07,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-07,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.6782,-0.2297
2026-04-07,"RECREATION, SPORT AND CULTURE",95.293,0.0122
2026-04-07,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-07,TRANSPORT,101.5422,0.0
2026-04-08,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.3455,0.1051
2026-04-08,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-08,EDUCATION SERVICES,100.5262,0.0
2026-04-08,FOOD AND NON-ALCOHOLIC BEVERAGES,95.8179,0.0863
2026-04-08,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.0573,0.3438
2026-04-08,HEALTH,100.9944,0.0
2026-04-08,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2907,0.0038
2026-04-08,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-08,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.6782,0.0
2026-04-08,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-08,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-08,TRANSPORT,101.5423,0.0001
2026-04-09,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.4498,0.1049
2026-04-09,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-09,EDUCATION SERVICES,100.5262,0.0
2026-04-09,FOOD AND NON-ALCOHOLIC BEVERAGES,95.8179,0.0
2026-04-09,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,-0.2406
2026-04-09,HEALTH,100.9944,0.0
2026-04-09,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2957,0.0048
2026-04-09,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-09,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.6782,0.0
2026-04-09,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-09,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-09,TRANSPORT,101.5423,0.0
2026-04-10,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.5193,0.0699
2026-04-10,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-10,EDUCATION SERVICES,100.5262,0.0
2026-04-10,FOOD AND NON-ALCOHOLIC BEVERAGES,95.8179,0.0
2026-04-10,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-10,HEALTH,100.9944,0.0
2026-04-10,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2977,0.0018
2026-04-10,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-10,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.6782,0.0
2026-04-10,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-10,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-10,TRANSPORT,101.5423,0.0
2026-04-11,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.5888,0.0698
2026-04-11,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-11,EDUCATION SERVICES,100.5262,0.0
2026-04-11,FOOD AND NON-ALCOHOLIC BEVERAGES,95.8179,0.0
2026-04-11,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-11,HEALTH,100.9944,0.0
2026-04-11,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.298,0.0003
2026-04-11,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-11,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.6782,0.0
2026-04-11,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-11,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-11,TRANSPORT,101.5423,0.0
2026-04-12,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.554,-0.0349
2026-04-12,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-12,EDUCATION SERVICES,100.5262,0.0
2026-04-12,FOOD AND NON-ALCOHOLIC BEVERAGES,95.8179,0.0
2026-04-12,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-12,HEALTH,100.9944,0.0
2026-04-12,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.298,0.0
2026-04-12,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-12,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.6782,0.0
2026-04-12,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-12,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-12,TRANSPORT,101.5423,0.0
2026-04-13,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.4845,-0.0698
2026-04-13,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-13,EDUCATION SERVICES,100.5262,0.0
2026-04-13,FOOD AND NON-ALCOHOLIC BEVERAGES,95.8179,0.0
2026-04-13,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-13,HEALTH,100.9944,0.0
2026-04-13,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.298,0.0
2026-04-13,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.6782,0.0
2026-04-13,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-13,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-13,TRANSPORT,101.5423,0.0
2026-04-14,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.5888,0.1048
2026-04-14,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-14,EDUCATION SERVICES,100.5262,0.0
2026-04-14,FOOD AND NON-ALCOHOLIC BEVERAGES,95.8179,0.0
2026-04-14,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-14,HEALTH,100.9944,0.0
2026-04-14,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2994,0.0014
2026-04-14,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-04-14,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.6782,0.0
2026-04-14,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-14,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-14,TRANSPORT,101.5423,0.0
2026-04-15,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.6583,0.0698
2026-04-15,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-15,EDUCATION SERVICES,100.5262,0.0
2026-04-15,FOOD AND NON-ALCOHOLIC BEVERAGES,95.7809,-0.0386
2026-04-15,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-15,HEALTH,100.9944,0.0
2026-04-15,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.2982,-0.0012
2026-04-15,INFORMATION AND COMMUNICATION,125.7871,1.1047
2026-04-15,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.344,-0.3075
2026-04-15,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-15,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-15,TRANSPORT,101.5423,0.0
2026-04-16,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.6583,0.0
2026-04-16,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-16,EDUCATION SERVICES,100.5262,0.0
2026-04-16,FOOD AND NON-ALCOHOLIC BEVERAGES,95.7809,0.0
2026-04-16,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-16,HEALTH,100.9944,0.0
2026-04-16,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3003,0.002
2026-04-16,INFORMATION AND COMMUNICATION,127.1616,1.0927
2026-04-16,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.344,0.0
2026-04-16,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-16,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-16,TRANSPORT,101.5424,0.0001
2026-04-17,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.6235,-0.0349
2026-04-17,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-17,EDUCATION SERVICES,100.5262,0.0
2026-04-17,FOOD AND NON-ALCOHOLIC BEVERAGES,95.1306,-0.6789
2026-04-17,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-17,HEALTH,100.9944,0.0
2026-04-17,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3083,0.0076
